"Director","Producer","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Billy Wilder","Jay Weston","R","Comedy","English","1h 36m","A suicidal businessman (Jack Lemmon) and a mob hit man (Walter Matthau) thwart each other through adjoining hotel rooms.",65,43,"Buddy Buddy"
