"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jeremy Podeswa","Jeremy Podeswa","Serendipity Point Films","R (Some Sexuality)","Drama","English","May 2, 2008","Feb 18, 2017","$634.4K","1h 48m","A writer (Stephen Dillane) has trouble moving past his haunting memories of the Holocaust.",68,64,"Fugitive Pieces"
