"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Berri","Claude Berri","Claude Berri","Palm Pictures","Centre National de la Cinematographie","R","Romance, Comedy","French (Canada)","Jul 4, 2003, Wide","Oct 19, 2004","$455.0K","1h 31m","After his wife leaves him and his apartment turns into a pigsty, Jacques (Jean-Pierre Bacri) decides to get a housekeeper. He meets Laura (Émilie Dequenne), who's young and pretty. She has no experience, but he hires her. As time passes, Laura does more than just mop the floors -- she gradually begins to insinuate herself into his life. Soon their relationship threatens to go beyond that between an employer and his employee. But is that what Jacques really wants?",78,42,"The Housekeeper"
