"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Cédric Kahn","Paulo Branco","Cédric Kahn, Laurence Ferreira Barbosa, Alberto Moravia","Phaedra Cinema","Centre national de la Cinématographie, Gemini Film, Canal+, Madragoa Filmes, Ima Films","Drama","French (France)","Oct 8, 1998, Original","Dec 20, 2000","$36.7K","2h 0m","Martin (Charles Berling) is a middle-aged philosophy teacher in the midst of a crisis. Lacking direction or purpose in his life, he initiates an affair with Cécilia (Sophie Guillemin), a young artist's model who might have killed her former lover with the intensity of her sexual appetite. They share a purely erotic relationship as an intellectual abyss separates them. Before long, Martin needs to possess Cécilia and cannot resist a sharp descent into violent jealousy.",54,46,"Ennui"
