"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rob Spera, Brian Trenchard-Smith","Trimark Pictures","R","Horror","English","Dec 30, 2015","1h 31m","When aspiring hip-hop performers Butch (Red Grant), Postmaster P. (Anthony Montgomery) and Stray Bullet (Rashaan Nall) cross record producer Mack Daddy (Ice-T), their grudge against him leads to their own peril. After they break into Mack Daddy's home and swipe an ancient medallion from a grotesque statue, the evil Leprechaun (Warwick Davis) is freed from his magical prison. Soon the sinister little man is on the trail of Butch, Postmaster P. and Stray Bullet, along with Mack Daddy himself.",33,31,"Leprechaun in the Hood"
