"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Glenn Jordan","Patricia MacLachlan, Patricia MacLachlan","G, TV-G","Drama","English","1h 36m","Stereo","In 1910 Kansas, widowed farmer Jacob Witting (Christopher Walken) is having a hard time raising his children and running his farm without the help of a wife. He puts an ad in the paper for a bride to help him, and gets a response from a woman named Sarah (Glenn Close), who only describes herself as ""plain and tall."" Sarah travels to the farm for a one-month trial period, but finds Jacob's stubborn attitude and his daughter's view of her as a replacement mother difficult to bear.",80,71,"Sarah, Plain and Tall"
