"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Ishirô Honda","Tomoyuki Tanaka, Arthur Rankin Jr.","Universal Pictures","Universal/Universal Int","G","Sci-Fi","Japanese","Jul 22, 1967, Original","1h 36m","The monster ape fights his robot replica and falls for a woman (Linda Miller) from a commander's (Rhodes Reason) expedition.",63,42,"King Kong Escapes"
