"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Uli Edel","Bernd Eichinger, Hans Kaden, Hans Weth","Herman Weigel","Maran Film, Solaris, Popular Pictures, Inc.","R","Drama","German","2h 18m","In 1970s Berlin, an aimless teenager (Natja Brunckhorst) who lives with her single mother falls in with a drug dealer (Thomas Haustein).",78,85,"Christiane F"
