"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michelle Schumacher","Eric Radzan, Michelle Schumacher, Randle Schumacher","Tony Cummings, Michelle Schumacher","Gravitas Ventures","Gravitas Ventures","Drama","English","Mar 8, 2019, Limited","Mar 8, 2019","1h 21m","As the power is shut off and the fridge runs empty, an aging and debilitated man contemplates a life full of loss and mistakes. As he relives his significant memories, he hopes to move past the pain and forgive himself.",35,70,"I'm Not Here"
