"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jay Duplass","Mark Duplass","Jay Duplass, Mark Duplass","Duplass Brothers","R (Language)","Comedy","English","Jan 26, 2005, Original","Jun 2, 2006","Aug 10, 2016","$192.5K","1h 25m","Dolby SR","1.66:1","Josh (Mark Duplass), a struggling musician, wins a vintage recliner in an eBay auction. Since he lives in New York and the chair is in Atlanta, this poses a bit of a problem. He asks his girlfriend, Emily (Kathryn Aselton), to accompany him on the trip, and his hippie brother Rhett (Rhett Wilkins) joins the pair along the way.",77,62,"The Puffy Chair"
