"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Rick Rosenthal","PG","Romance, Comedy","English","Oct 26, 1984, Limited","Nov 22, 2020","1h 45m","Stereo","Flat (1.85:1)","An Ohio housewife/mystery writer (JoBeth Williams) wins a trip to Paris, where a bump on the head brings adventure.",17,83,"American Dreamer"
