"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Éric Rohmer","Françoise Etchegaray","Éric Rohmer","Sony Pictures Classics","PG-13 (Some Violent Images)","History, Drama","French (Canada)","May 10, 2002, Wide","May 13, 2008","$329.8K","2h 3m","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Flat (1.85:1)","The tale of a beautiful, royalist English gentlewoman living perilously in France during the Revolution, and her sometimes affectionate, sometimes tempestuous relationship with Philippe, Duke of Orleans, a cousin of King Louis XVI but nonetheless a supporter of revolutionary ideas. The Lady manages to persuade the Duke to rescue an outlaw, but fails to keep him from voting for the King's execution.",72,68,"The Lady and the Duke"
