"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Eric Notarnicola","Andrew Porter, Tim Heidecker, Eric Notarnicola, Gregg Turkington","Tim Heidecker, Gregg Turkington, Eric Notarnicola","Magnolia Pictures","Abso Lutely Productions, Williams Street, Magnolia Pictures","R (Language and Some Drug Use)","Comedy","English","Oct 9, 2019, Limited","Oct 11, 2019","$126.0K","1h 26m","Despite being completely inexperienced and broke and having just defeated a murder charge, a man mounts a campaign to unseat the San Bernardino district attorney.",66,96,"Mister America"
