"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Youssef Delara","Jay Paul Deratany, Anne-Marie Mackay, Peter Samuelson, Andrew Sugerman","Jay Paul Deratany","Pantheon Entertainment Corporation, Foster Boy Movies","Drama","English","Sep 25, 2020, Limited","Sep 24, 2020","$19.0K","1h 45m","A lawyer finds himself at the center of a trial in which a for-profit foster care agency puts a known sex offender into the same foster home as his young client Jamal, which leads to catastrophic results.",83,67,"Foster Boy"
