"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Albert Magnoli","Robert Cavallo, Steven Fargnoli, Joseph Ruffalo","Albert Magnoli, William Blinn","Warner Bros. Pictures","Purple Films, Warner Bros.","R","Musical, Drama, Romance","English","Jul 27, 1984, Wide","Apr 22, 2016","Jan 15, 2008","1h 51m","Surround","A victim of his own anger, the Kid (Prince) is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father (Clarence Williams III), the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia (Apollonia Kotero). But another musician, Morris (Morris Day), looks to steal the Kid's spotlight -- and his girl.",72,78,"Purple Rain"
