"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joan Micklin Silver","Raphael D. Silver","Midwest Films","R","Comedy, Drama","English","Apr 27, 1977, Limited","Feb 22, 2019","Jun 18, 2019","1h 41m","Flat (1.85:1)","At the offices of a Boston alternative newspaper, the staff members enjoy a positive and open-minded work environment. Music critic Max (Jeff Goldblum) uses his influence to score dates, while news reporter Harry (John Heard) is dating the lovely Abbie (Lindsay Crouse), the publication's lead photographer. However, it seems as though their relatively carefree days are numbered when the owner of a major publishing company buys the paper, leading to more money, but even more changes.",94,52,"Between the Lines"
