"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Bogdanovich","Touchstone Pictures","PG-13","Comedy","English","Mar 20, 1992, Limited","Mar 22, 2016","$2.2M","1h 44m","Stereo, Surround","Hired to helm an Americanized take on a British play, director Lloyd Fellowes (Michael Caine) does his best to control an eccentric group of stage actors. During practice sessions, things run smoothly. However, when Lloyd and his actors begin a series of performances leading up to a Broadway premiere, chaos ensues. Star actress Dotty (Carol Burnett) is quickly passing her prime, male lead Frederick (Christopher Reeve) has no confidence, and bit actor Selsdon (Denholm Elliott) is rarely sober.",59,84,"Noises Off"
