"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Matthew Bright","Hamish McAlpine, Mike Muscat","Stephen Johnston, Matthew Bright","First Look International","R","Biography, Crime, Drama","English","Mar 10, 2017","1h 36m","Surround","Ted Bundy (Michael Reilly Burke) is a seemingly well-adjusted law student with a bright future ahead. Intelligent and good-looking, Ted has little trouble earning the affections of Lee (Boti Ann Bliss), a lovely woman who's willing to look beyond and accept her fiancé's sometimes lascivious sexual appetites. But little can prepare Lee for the brutal crimes Ted is about to commit: a six-state crime spree comprising over 30 homicides and hundreds of rapes.",41,45,"Ted Bundy"
