"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Patrick Wang","Patrick Wang","In the Family","Drama","English","Aug 1, 2017","2h 49m","After his partner dies in a car accident, a gay man (Patrick Wang) must fight for custody of the boy (Sebastian Brodziak) he's come to love as his own son.",96,76,"In the Family"
