"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Otto Preminger","Otto Preminger","Oscar Hammerstein II, Harry Kleiner","20th Century Fox","Twentieth Century Fox, Carlyle Productions","Musical","English","Oct 28, 1954, Wide","Sep 18, 2012","1h 45m","Screen version of the musical ""Carmen Jones,"" which adapted Bizet's opera Carmen for an African-American cast. A soldier falls for Dandridge, a seductive factory worker. The lovers flee after the soldier kills his sergeant, but Carmen's taunting faithlessness drives her lover to a crime of passion.",75,78,"Carmen Jones"
