"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Hughes","Irving Allen","Ken Hughes","Columbia Pictures","Columbia","G","History, Drama, Biography","English","Oct 26, 1970, Original","Apr 16, 2012","2h 25m","In 1640s England, King Charles I (Alec Guinness) is engaged in a power struggle with Parliament, and civil war seems imminent to House of Commons member Oliver Cromwell (Richard Harris), who's preparing to depart for the American colonies. When he's asked to stay to fight for the Parliamentary cause, however, Cromwell agrees and proves himself a brilliant leader of the Roundhead army. Soon, it's up to him to lead his army to victory over the king's Cavaliers and take back England for the people.",43,69,"Cromwell"
