"Director","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paul Schrader","R, TV-MA","Fantasy","English","1h 40m","Surround, Stereo","Magic and murder connect an actress (Penelope Ann Miller), a private eye (Dennis Hopper), a senator (Eric Bogosian) and a witch in 1950s Hollywood.",17,44,"Witch Hunt"
