"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gordon Hessler","Ray Harryhausen, Charles H. Schneer","Brian Clemens, Ray Harryhausen","Columbia Pictures Corporation, Morningside Movies","G","Kids & Family, Fantasy","English (United Kingdom)","Apr 16, 2012","1h 45m","Mono","35mm","Sinbad's adventure pits him against a master magician who's trying to reach the Fountain of Destiny on the lost land of Lemuria in a bid to be crowned the new leader of Marabia. Sinbad and his crew must battle an array of monsters before finally coming face to face with his foe.",76,64,"The Golden Voyage of Sinbad"
