"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"François Truffaut","Henri-Pierre Roché, François Truffaut, Jean Gruault","Janus Films, Criterion Collection, Image Entertainment Inc.","Les Films du Carrosse","Drama, Romance","French (Canada)","Nov 18, 1971, Original","Jan 3, 2019","2h 12m","This French film chronicles a decades-long love triangle between Claude (Jean-Pierre Léaud), an art critic, and sisters Ann (Kika Markham) and Muriel (Stacey Tendeter). Claude initially intends to marry Muriel, but after a lengthy separation, he decides to call off the wedding. Ann then visits Claude in Paris to champion her heartbroken sister. Instead, Ann falls for Claude. Over the intervening years, Claude's preference shifts as the three remain embroiled in a complicated relationship.",89,82,"Two English Girls"
