"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Monte Hellman","Michael Laughlin","Will Corry, Rudy Wurlitzer","Universal Pictures","Universal Pictures","R","Drama","English","Jan 1, 1971, Wide","Dec 11, 2007","1h 42m","Scope (2.35:1)","In this cult favorite road film, a mechanic (Dennis Wilson) and a driver (James Taylor) live only to race and maintain their 1955 Chevy. Heading east from California with no particular agenda, they give a girl (Laurie Bird) a ride, and en route she incites jealousy between the men by sleeping with them both. Meanwhile, the trio encounters an overbearing GTO driver (Warren Oates) who agrees to race them to New York, each side putting at stake their most prized possession: their car.",93,82,"Two-Lane Blacktop"
