"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John McTiernan","Donna Dubrow, Andrew G. Vajna","Cinergi Pictures Entertainment, Hollywood Pictures","PG-13","Drama","English","Jan 1, 2014","$45.0M","1h 46m","Surround","Brilliant, eccentric research scientist Richard Campbell (Sean Connery), after living for six years in the Amazon jungle, has possibly discovered a cure for cancer. Dr. Rae Crane (Lorraine Bracco) is sent by the pharmaceutical company they both work for to check up on him. Upon arrival, she contends with Campbell's reluctance to work with a woman. But the two must join forces to fight commercial loggers intent on destroying the jungle and research his cure -- all while falling in love.",17,46,"Medicine Man"
