"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jeff Burr","Motion Picture Corporation of America","R","Horror","English","Aug 10, 2016","1h 28m","Stereo","In a small Kansas town in 1958, a group of teenagers torture and kill a disfigured orphan named Tommy (J.P. Manoux). After 35 years, another gang of teens (Andrew Robinson, Ami Dolenz, Soleil Moon Frye) robs the cabin of an old witch (Lilyan Chauvin). Using some blood and a spell taken from her house, the teens inadvertently resurrect Tommy's soul in the form of the demon Pumpkinhead (Mark McCracken). Enraged, Pumpkinhead goes after the teens who summoned him and the men who killed Tommy.",13,20,"Pumpkinhead II: Blood Wings"
