"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Mudassar Aziz","Bhushan Kumar","Mudassar Aziz, B.R. Chopra","T-Series, T-Series Films","Romance, Comedy","Hindi","Jan 28, 2020","$400.0K","2h 2m","A man becomes torn between his wife and another woman.",43,42,"Pati Patni Aur Woh"
