"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Albert Hughes","Andrew Rona, Albert Hughes","Dan Wiedenhaupt","Columbia Pictures, Sony Pictures Entertainment","Studio 8","PG-13 (Some Intense Peril)","Adventure, Drama","English","Aug 17, 2018, Wide","Mar 17, 2018","$35.9M","1h 37m","Dolby Atmos","Scope (2.35:1)","Young Keda tries to survive alone in the wilderness after he's left for dead during his first hunt with his Cro-Magnon tribe. He soon forms an unlikely alliance with a lone wolf that was abandoned by its pack. Facing overwhelming odds and nonstop danger, Keda and the wolf must now trek through a harsh and unforgiving landscape to make it home before winter.",80,71,"Alpha"
