"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Barry Tubb","Amanda Micallef","Barry Tubb","G","Kids & Family, Drama","English","Mar 24, 2002, Original","Apr 1, 2014","1h 33m","Still mourning the death of his father, young Buddy (Jacob Fisher) is devoted to his calf, Hokey, who is being raised for a livestock competition under the watchful eye of Buddy's mother, Hallie (Joey Lauren Adams). After their victory, Buddy is shocked to find out that his triumph will only result in Hokey's being killed for his meat by the highest bidder. Determined to save the bull, Buddy finds Mr. Blandford (Bruce Willis), Hokey's new owner, and tries to convince him to return the animal.",20,67,"Grand Champion"
