"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Savage Steve Holland","Michael Jaffe","Savage Steve Holland","CBS Entertainment Productions, A&M Films","PG","Comedy","English","Jul 16, 2002","$10.3M","1h 38m","Lane Meyer (John Cusack) is a teen with a peculiar family and a bizarre fixation with his girlfriend, Beth (Amanda Wyss). When Beth dumps Lane, he decides to kill himself, making bumbling attempts at suicide. Outside of his morbid endeavors, Lane spends time with his oddball buddy, Charles (Curtis Armstrong), and befriends Monique (Diane Franklin), a visiting French student. Eventually, Lane resolves to race Beth's obnoxious new beau on the ski slopes, with unexpected results.",77,87,"Better Off Dead"
