"Director","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christopher Cain","R","Drama","English","Jun 4, 2013","$7.0M","1h 42m","Stereo, Surround","A troubled young man, Mark Jennings (Emilio Estevez) has always looked up to his older friend, Bryon Douglas (Craig Sheffer). But when Bryon starts dating Cathy Carlson (Kim Delaney), Mark gets jealous, begins acting out and gets into dealing drugs. After the friends' mentor, Charlie Woods (Morgan Freeman), suddenly dies and Cathy's brother (Frank Howard) goes missing, Bryon suspects Mark is involved. As the case unravels, their friendship is put to the test.",0,58,"That Was Then... This Is Now"
