"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Fernando Trueba","Rafael Azcona","Sony Pictures Classics","Lolafilms S.A.","R","Comedy, Romance","Spanish (Spain)","Feb 25, 1994, Original","$943.5K","1h 48m","Stereo","As Spain sits on the precipice of civil war in 1930, Fernando (Jorge Sanz) opts to go AWOL from the army. He soon happens upon the country home of the rich Manolo (Fernando Fernán Gómez), who invites Fernando to stay with him. Fernando is then introduced to Manolo's daughters -- Clara (Miriam Díaz-Aroca), Violeta (Ariadna Gil), Rocio (Maribel Verdú) and Luz (Penélope Cruz) -- and has close encounters with each of them, but a problem arises when he cannot decide which beauty to marry.",95,78,"Belle Epoque"
