"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Marco Vicario","Rodolfo Sonego, Marco Vicario","R","Comedy, Drama","Italian","1h 50m","Unfaithful husband Luigi (Marcello Mastroianni) goes into hiding after being wrongfully accused of murder. Holed up in a room right across from his timid wife, Antonia (Laura Antonelli), he watches her transformation from sickly and depressed to a woman of decisive action. Antonia takes over Luigi's business and discovers his mistresses and writings on female suffrage and emancipation. Under Luigi's gaze, Antonia becomes his equal, both sexually and socially.",40,NA,"Wifemistress"
