"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Korty","David V. Picker","Paramount Pictures","Paramount Pictures","PG","Romance","English","Dec 15, 1978, Original","Jan 1, 2011","1h 32m","Manhattan lawyer Oliver (Ryan O'Neal) woos an heiress (Candice Bergen) in this ""Love Story"" sequel.",25,24,"Oliver's Story"
