"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman Ferguson","Norman Ferguson","RKO Radio Pictures","Walt Disney Pictures, Walt Disney Productions","G","Kids & Family, Musical, Fantasy, Comedy","English","Feb 3, 1945, Original","Jan 1, 2014","1h 10m","Comical mixture of animation and live action featuring Donald Duck in four short stories as he travels around South America. En route, Donald meets a flying donkey and Pablo the Penguin, who hates the cold. Disney's first attempt at combining live action with animation was nominated for two Academy Awards.",84,65,"The Three Caballeros"
