"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Graham Baker","Harvey Bernhard","20th Century Fox","Twentieth Century Fox","R","Horror","English","Apr 20, 1981, Original","Mar 1, 2013","1h 48m","Surround, Stereo","In this second sequel to ""The Omen,"" Antichrist Damien Thorn (Sam Neill) is now a successful 32-year-old businessman ready to fulfill his destiny. As Damien is appointed United States ambassador to Britain, priests led by Father DeCarlo (Rossano Brazzi) try to kill him. While Damien prepares for the return of Jesus Christ, he takes advantage of his relationship with Kate Reynolds (Lisa Harrow) to recruit her son, Peter (Barnaby Holm), as his follower.",29,33,"The Final Conflict"
