"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Luigi Cozzi","Menahem Golan, Yoram Globus","Luigi Cozzi","Polyphony Digital, Cannon Italia Srl, Golan-Globus Productions, Cannon Films, The Cannon Group","PG","Adventure, Fantasy","English","Aug 26, 1983, Limited","Nov 15, 2016","1h 41m","Dolby, Surround","In this adaptation of the Greek myth, Hercules (Lou Ferrigno) -- a semi-divine being -- squares off against King Minos (William Berger), who is attempting to use science to gain power and take over the world. With the help of a benevolent sorceress, Circe (Mirella D'Angelo), Hercules tries to save his beloved Cassiopeia (Ingrid Anderson) from being sacrificed by Minos, and struggles against laser-breathing creatures and an evil sorceress (Sybil Danning).",22,27,"Hercules"
