"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lamont Johnson","Columbia Pictures Corporation, Zone Productions, Delphi I Productions","PG","Sci-Fi, Adventure, Action","English","Apr 16, 2012","1h 30m","Surround","A crash-landed salvager (Peter Strauss) meets a waif (Molly Ringwald) and saves women from a cyborg (Michael Ironside) on Terra 11.",27,36,"Spacehunter: Adventures in the Forbidden Zone"
