"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bruce Beresford","Lili Fini Zanuck, Richard D. Zanuck","Alfred Uhry","PG-13","Drama","English","Dec 15, 2009","$2.0M","1h 45m","Stereo, Surround","Warren Odom (Albert Finney), a rich Southern gentleman, is left in a state of shock when his wife, Helen (Jill Clayburgh), leaves him unexpectedly. With Helen gone, Warren's kindhearted teenage daughter, Lucille (Kathryn Erbe), cares for him and tries to cheer him up. Warren slowly starts to recover, and begins a relationship with another woman, Vera Delmage (Piper Laurie). However, his life is complicated when his older daughter, Rae (Suzy Amis), arrives in town pregnant.",69,38,"Rich in Love"
