"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"J. Lee Thompson","Pancho Kohner","Gail Morgan Hickman","Cannon Films","R","Action, Crime, Drama","English","Nov 6, 1987, Limited","Aug 10, 2016","$4.7M","1h 39m","Paul Kersey (Charles Bronson), who is no stranger to vigilante justice, is pulled back into the underworld of Los Angeles when the daughter of his new girlfriend, Karen (Kay Lenz), dies after an overdose of crack cocaine. Intent on seeing justice served, Paul goes after the kingpin who ultimately supplied the crack. As he hunts down the kingpin's minions, Paul starts taking out a large part of the city's drug-dealing population on a violent killing spree.",25,40,"Death Wish 4: The Crackdown"
