"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Schlesinger","Norma Heyman, Weiland Schulz-Keil, Chris Sievernich","Miramax","R","Drama","English","Sep 8, 2020","$413.6K","1h 47m","Surround, Stereo","An English engineer/spy (Campbell Scott) falls for a woman (Isabella Rossellini) who may jeopardize his top-secret mission in 1955 Berlin.",22,28,"The Innocent"
