"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stuart Beattie","Stuart Beattie","Ambience Entertainment, Omnilab Media","R (Some Violence)","Action, Adventure","English","Apr 4, 2017","1h 43m","Ellie Linton (Caitlin Stasey), a teen from an Australian coastal town, leads her friends (Rachel Hurd-Wood, Lincoln Lewis) on an excursion to a camp deep in the woods, dubbed ""Hell."" Upon their return, the youths find that their town has been overrun by an enemy army, and their friends and family have been imprisoned. When the hostile invaders become alerted to their presence, Ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.",63,57,"Tomorrow, When the War Began"
