"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Petrie","R","Drama","English","Jan 1, 2008","2h 6m","An auto tycoon (Laurence Olivier) spites his corporate heir (Robert Duvall) by having a test driver (Tommy Lee Jones) build a bold new car.",17,22,"The Betsy"
