"Director","Producer","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ping He","Chan Chunkeung, Weng Naiming","R","Drama","English","1h 56m","Surround, Stereo","In pre-revolutionary China, a local lord owns a fireworks factory that he leaves to his daughter, having no male heir. Chun Zhi (Ning Jing) takes control of the factory at only 19 years old, but she commands the respect of her workers, who make no issue of either her age or her gender. Unfortunately, Zhi inherited the factory under the stipulation that she never marry, a condition that becomes problematic when she falls for a traveling artist (Gang Wu).",67,81,"Red Firecracker, Green Firecracker"
