"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean-Marie Poiré","Alain Terzian","Jean-Marie Poiré, Christian Clavier","Miramax","R","Comedy, Fantasy, Sci-Fi","French (France)","Oct 21, 2019","$700.6K","1h 45m","Scope (2.35:1)","Godefroy de Papincourt, Count of Montmirail (Jean Reno), is a 12th-century Gallic knight who finds himself transported to 1993, along with his dim servant, Jacquouille la Fripouille (Christian Clavier), when a wizard's spell goes awry. Startled and perplexed by modern technology, Godefroy and Jacquouille run amok, destroying cars and causing chaos until they meet Beatrice de Montmirail (Valérie Lemercier), an aristocratic descendant of the nobleman, who may be able to help them get back to 1123.",31,79,"The Visitors"
