"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philippe Lioret","Christophe Rossignon","Philippe Lioret, Emmanuel Courcol, Olivier Adam","Drama","French (Canada)","Jul 26, 2020","$13.5K","1h 49m","DTS, Dolby Digital","Kurdish teen Bilal (Firat Ayverdi) has traveled all the way to the north of France in the hope of reuniting with his girlfriend in England. To get around a legal technicality, he decides to swim across the English Channel -- even though he's unable to swim. Simon Calmat (Vincent Lindon), the local swimming instructor who is struggling with his own impending divorce, agrees to train Bilal for his grueling journey. The two soon form a strong bond that helps them in unexpected ways.",87,86,"Welcome"
