"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Zalman King","Mark Damon, Tony Anthony","Vision PDG","R","Drama, Romance","English","Apr 16, 2002","$10.7M","1h 45m","Surround","Attorney Emily Reed (Carre Otis) is hired by Claudia Lirones (Jacqueline Bisset), a businesswoman in the final stages of a big real estate deal. When Emily escorts Claudia to Rio de Janeiro to wrap up the project, she meets one of Claudia's fellow investors, millionaire James Wheeler (Mickey Rourke). A fan of pleasures of the flesh, James aids Emily in exploring her sexuality by opening her eyes to the city's sexual underworld, but willingly toys with her emotions in the process.",9,44,"Wild Orchid"
