"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Roberto Benigni","Roberto Benigni, Yves Attal","Michel Blanc","UGC Images, Melampo Cinematografica, La Sept Cinema, IRIS Films","R","Comedy","Italian","Apr 19, 1996, Original","$635.6K","1h 50m","Surround","Authorities use a policewoman to trap an innocent misfit who was mistaken for a notorious sex criminal and killer.",40,83,"The Monster"
