"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Michael Balcon, Carlyle Blackwell Sr.","Marie Belloc Lowndes, Eliot Stannard, Alfred Hitchcock","Video Yesteryear, Grapevine Video","Gainsborough Pictures","Mystery & Thriller, Crime, Drama","Feb 14, 1927, Original","May 22, 2017","1h 31m","35mm, Academy (1.33:1)","When a landlady (Marie Ault) and her husband (Arthur Chesney) take in a new lodger (Ivor Novello), they're overjoyed: He's quiet, humble and pays a month's rent in advance. But his mysterious and suspicious behavior soon has them wondering if he's the killer terrorizing local blond girls. Their daughter, Daisy (June), a cocky model, is far less concerned, her attraction obvious. Her police-detective boyfriend (Malcolm Keen), in a pique of jealousy, seeks to uncover the lodger's true identity.",96,76,"The Lodger"
