"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant","Kaylie Jones, James Ivory, Ruth Prawer Jhabvala","Universal Pictures, MCA/Universal Pictures [us], October Films","Merchant Ivory Productions, Capitol Films","R","Drama","English","Sep 13, 1998, Original","$1.8M","2h 7m","Surround, Dolby Digital","Flat (1.85:1)","The cultural differences between France and the United States are depicted through the eyes of young Channe Willis (Leelee Sobieski), the daughter of American writer Bill Willis (Kris Kristofferson). Along with his wife, Marcella (Barbara Hershey), Bill raises his family in free-spirited 1960s Paris, but a subsequent return to America throws Channe into culture shock as she contends with a more repressed society. The film is based on the book by Kaylie Jones, daughter of author James Jones.",80,72,"A Soldier's Daughter Never Cries"
