"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Siddharth P. Malhotra","Maneesh Sharma","Yash Raj Films","Drama","Hindi","Mar 23, 2018, Limited","May 13, 2018","$736.6K","1h 46m","Dolby SR, Dolby Digital","Scope (2.35:1)","After several interviews and numerous rejections, a woman who has Tourette's syndrome lands a job as a teacher at an elite school. She soon tries to do whatever she can to make her rebellious and troublemaking students realize their full potential.",54,83,"Hichki"
