"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jim Drake","Murray Shostak","PG","Comedy","English","$2.4M","1h 35m","A driver (John Candy) and his actress companion (Donna Dixon) join other silly competitors in a car race.",0,37,"Speed Zone!"
