"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Martin","Jonathan Heuer","Miramax Films","Miramax","R","Comedy","English","May 27, 1998, Original","Feb 14, 2016","$10.3M","1h 33m","Surround","Flat (1.85:1)","Friends Black (Master P) and Blue (Anthony Johnson) are broke, but they think they've found their big break when they get a truckload delivery of cell phones by mistake. With the help of Black's girlfriend, Lorraine (Gretchen Palmer), they start selling them to whoever wants to buy them, and soon they're rolling in cash. But there's a big problem with the phones: They don't work. Their unhappy customers, including local gang members, are ready to take them down -- and so is the FBI.",17,64,"I Got the Hook-Up"
