"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"André Téchiné","Alain Sarde","Olivier Assayas, Gilles Taurand, André Téchiné","October Films, USA Films","Televisión Española (TVE), Studio Images 4, Le Studio Canal +, October Films, Vertigo, Les Films Alain Sarde, France 3 Cinéma, France 2 Cinema","R","Drama","French (France)","Aug 30, 1998, Wide","$498.1K","2h 10m","Dolby Digital, Dolby SR, Surround, DTS","Flat (1.85:1)","Twenty-year-old Frenchman Martin (Alexis Loret) seems to be living the dream. After moving from the French countryside to Paris, he quickly found professional success as a fashion model and romantic fulfillment in dating his half brother's fiery roommate, Alice (Juliette Binoche). Deep down, however, he is avoiding inner turmoil that stems from his tumultuous upbringing. But when Alice becomes unexpectedly pregnant, the full force of his repression is let loose, wreaking havoc on his life.",62,48,"Alice and Martin"
