"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Carreras","Michael Carreras","Michael Carreras","Hammer Films","G","Sci-Fi","English (United Kingdom)","1h 29m","A captain (Eric Porter) and his ship of fools (Hildegarde Neff, Suzanna Leigh) and explosives hit another world of monsters and conquistadors.",40,30,"The Lost Continent"
