"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Mehmet Ada Öztekin","Cengiz Cagatay","Hakan Evrensel","Lanistar Media, Same Film","Drama","Turkish","May 23, 2022","1h 59m","An ex-army captain travels to Dalyan to stop his friend's beloved from marrying another man, but grief and trauma from a combat tragedy mar his journey.",40,56,"Godspeed"
