"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Anthony Sabet","Anthony Sabet","Anthony Sabet, Matt DeMarco","ASA Pictures","ASA Pictures","Romance, Comedy","English","Aug 16, 2019, Limited","Aug 22, 2019","1h 17m","A man and a woman start to fall for each other after they get locked inside a movie theater on their first date.",60,71,"One Last Night"
