"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Daniel M. Cohen","Daniel M. Cohen","Half Fast Films","R","Comedy, Drama","English","Sep 28, 2001, Wide","Sep 1, 2016","1h 42m","Mono","Eddie Miller (Robert Forster) has spent his life traversing the roads of Pennsylvania, selling diamonds and jewelry to small shops. After a heart attack makes him an insurance risk, his company informs Eddie that it's time he trains his replacement, Bobby Walker (Donnie Wahlberg), a coarse, brash young man with no sales experience. Despite their differences, the two become friends, and Bobby introduces Eddie to Tina (Jasmine Guy), a madam with a rough exterior but a heart of gold.",81,58,"Diamond Men"
