"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Vega Vidal, Diego Vega Vidal","Daniel Vega Vidal, Diego Vega Vidal","Daniel Vega Vidal, Diego Vega Vidal","New Yorker Films","Drama","Spanish","May 6, 2011, Limited","Jun 5, 2012","1h 23m","Living a life of cold indifference, Clemente (Bruno Odar), a moneylender and pawnbroker in Lima, finds a newborn infant abandoned in his apartment. He takes the baby to the police, who dismiss him and say that the infant is his responsibility. Clemente sets off on an unsuccessful search for the mother, whom he thinks is a prostitute. Meanwhile, Sofia (Gabriela Velásquez), a lonely neighbor, helps care for the baby and slowly begins a relationship with Clemente, who's warming to the child.",75,55,"October"
