"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Wise","Harold Hecht","John Gay","Hill-Hecht-Lancaster Productions","War","English","Mar 27, 1958, Original","Mar 30, 2010","1h 33m","After Japanese forces torpedo his submarine during World War II, commanding officer ""Rich"" Richardson (Clark Gable) is placed in charge of the USS Nerka. The crew on board the Nerka -- led by Lieutenant Jim Bledsoe (Burt Lancaster), who had been passed over for promotion when Richardson was brought in -- is openly hostile to their new commander, especially when it becomes clear that Richardson's sole obsession is finding and destroying the Japanese ship that sank his old vessel.",100,79,"Run Silent, Run Deep"
