"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ingmar Bergman","Lars-Owe Carlberg","Ingmar Bergman","Svensk Filmindustri, Cinematograph AB, Personafilm","Drama","Swedish","Nov 20, 2018","1h 15m","Surround","Actors Thea (Ingrid Thulin), Sebastian (Anders Ek) and Hans (Gunnar Björnstrand) are sequestered in the offices of Judge Abrahamson (Erik Hell), who questions them about the play they have been performing, which has been accused of being obscene. As the judge interviews them separately and together, the three performers work through their considerable psycho-sexual baggage with each other, while collectively laying siege to the sensibilities of their authoritarian interrogator.",75,71,"The Rite"
