"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Yang Li","Yang Li","Yang Li","Kino Pictures","Tag Spledour and Films Limited","Drama","Chinese","Mar 6, 2004, Wide","Jun 11, 2007","$33.3K","1h 32m","Song Jinming (Qiang Li) and Tang Zhaoyang (Wang Shuangbao) work for low wages in rural China's desolate and claustrophobic mines. They've concocted a scheme to make extra money, though: They pretend a fellow employee is their family member, murder him, then pass the death off as an accident and run away with the settlement. Their next target is green teenage boy Yuan Fengming (Wang Baoqiang), who is eager to tag along. However, Song becomes close with Yuan, and the operation is jeopardized.",95,86,"Blind Shaft"
