"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Jacques Annaud","Claude Berri","Jean-Jacques Annaud, Gérard Brach","Metro-Goldwyn-Mayer","R","Romance","English","Oct 30, 1992, Original","Aug 10, 2016","1h 43m","Surround","Set in 1920s colonial Indochina, a pretty, virginal French teenager (Jane March) meets a handsome Chinese playboy (Tony Leung Ka Fai) from a respectable family. Going against the conventions of their respective societies, the lustful pair begin a torrid affair in a seedy Saigon neighborhood. Their strong attraction towards one another is only intensified by the illicit nature of their rendezvous. Given such circumstances, can their relationship last?",28,79,"The Lover"
